Number Invariant Sites,Number Invariant Sites Excluding Ambiguous,Max GC,Max GC Excluding Ambiguous,Max Invariant Block Length,Max Invariant Block Length Excluding Ambiguous,Max Pairwise Difference,Max Pairwise Difference Excluding Ambiguous,Max Variable Block Length,Max Variable Block Length Excluding Ambiguous,Min GC,Min GC Excluding Ambiguous,Min Pairwise Difference,Min Pairwise Difference Excluding Ambiguous,Number Invariable Block,Number Invariable Block Excluding Ambiguous,Mean GC,Mean GC Excluding Ambiguous,Mean GC 1,Mean GC 1 Excluding Ambiguous,Mean GC 2,Mean GC 2 Excluding Ambiguous,Mean GC 3,Mean GC 3 Excluding Ambiguous,Var GC,Var GC Excluding Ambiguous,Var GC 1,Var GC 1 Excluding Ambiguous,Var GC 2,Var GC 2 Excluding Ambiguous,Var GC 3,Var GC 3 Excluding Ambiguous,Theta,Tajima-D,Tajima-Pi,Segregating-Sites
53,60,0.5363716,0.5368421,1,2,478,478,166,102,0.4846626,0.5114035,156,156,53,58,0.5202149,0.5220101,0.5237932,0.5263406,0.5331808,0.534685,0.5036613,0.505001,0.0001217697,6.182432e-05,0.0002391239,0.0001550354,0.00038387,0.0003774091,0.0003731674,0.0002874375,0.2583576,1088,0.7238657,0.3041573
49,52,0.5048203,0.5048203,2,2,471,472,137,104,0.462752,0.4631579,150,150,44,47,0.483024,0.484738,0.4851078,0.4875427,0.4715103,0.4728564,0.4924485,0.493802,0.0001113287,0.0001051851,0.0004838841,0.0004855761,0.0001829842,0.0001936615,0.000268386,0.0002272137,0.2593074,1092,0.8113812,0.3108327
46,54,0.5135846,0.5140351,2,2,490,490,159,159,0.4785276,0.4837862,160,160,45,53,0.4935411,0.4953001,0.4937807,0.4962673,0.4806636,0.4820227,0.5061785,0.5076084,7.676336e-05,7.824595e-05,0.0001699081,0.0001793502,0.0001130752,0.0001107776,0.0003567166,0.0003528339,0.2600198,1095,0.9335982,0.3194687
45,47,0.5065732,0.5070175,2,2,478,481,108,71,0.4583699,0.4837862,159,159,44,46,0.4914072,0.4931065,0.5055346,0.5080644,0.4929062,0.4942234,0.4757437,0.4770282,9.318229e-05,4.312801e-05,0.0002453321,0.0002381051,0.000242656,0.0001662583,0.0002285045,0.0001688177,0.2602573,1096,0.8545061,0.3147194
45,47,0.5135846,0.5135846,1,1,456,457,97,76,0.4539877,0.4833333,159,162,45,47,0.4974279,0.499119,0.5077028,0.510126,0.4867277,0.4880114,0.4978261,0.4992085,0.0001606645,8.214797e-05,0.0004514273,0.0003305849,0.0005008047,0.0004121805,0.0003441527,0.000316003,0.2602573,1096,0.9001616,0.3176293
47,50,0.5092025,0.5121495,3,3,498,501,113,113,0.4741455,0.4745614,166,166,44,47,0.4912167,0.4929802,0.5180874,0.5207154,0.4994279,0.5008594,0.4560641,0.4573565,7.009924e-05,8.489072e-05,0.0002127663,0.0002439675,0.0001649185,0.0001829234,0.0002401377,0.0002408872,0.2597823,1094,0.8814988,0.3158626
68,69,0.5118317,0.5122807,3,3,508,509,89,77,0.4583699,0.488785,154,154,61,62,0.4998285,0.501534,0.5267602,0.5292851,0.4689931,0.4702708,0.5036613,0.5050317,0.00011455,4.096697e-05,0.0002933638,0.0001736759,0.0002278749,0.0001802152,0.0002642528,0.0002076026,0.2547956,1073,1.134067,0.3255621
50,53,0.5092025,0.5092025,2,2,496,499,105,95,0.4697634,0.477193,141,141,47,50,0.4905689,0.4922975,0.4792879,0.481648,0.493135,0.4945791,0.4993135,0.5006676,9.882326e-05,8.012443e-05,0.0002891705,0.0002453441,0.0001899642,0.0002404843,0.0001852288,0.0001252401,0.2590699,1091,0.8349216,0.3120417
52,54,0.5004382,0.5021988,3,3,470,470,90,90,0.4487292,0.4692982,155,155,50,52,0.4860725,0.4877409,0.4937807,0.4961778,0.4604119,0.4616481,0.5040046,0.5053995,0.0001198084,5.944169e-05,0.0004692622,0.000392765,0.000322638,0.000261577,0.0003612878,0.0003280668,0.258595,1089,0.7885394,0.3085325
43,45,0.5135846,0.5135846,1,1,459,462,125,125,0.4741455,0.4745614,155,155,43,45,0.491331,0.4930826,0.505877,0.5083719,0.4950801,0.4964932,0.4729977,0.4743718,0.0001172946,0.0001192374,0.000265672,0.0002205965,0.0001770992,0.0001884575,0.000466644,0.0005016181,0.2607322,1098,0.6639844,0.3031285
57,64,0.5311131,0.5315789,2,2,465,466,90,70,0.4881683,0.5065963,160,160,54,60,0.518805,0.5206087,0.518658,0.5211681,0.539016,0.5405111,0.4987414,0.5001386,9.178875e-05,4.564399e-05,0.0003806051,0.0002863925,0.0003995544,0.0003648759,0.0001931941,0.0001772933,0.2574077,1084,0.912335,0.3149203
57,65,0.4899211,0.4903509,2,2,465,465,119,93,0.4522349,0.4701754,130,130,55,63,0.480471,0.4821434,0.476435,0.478814,0.489016,0.4903695,0.4759725,0.4772444,6.375087e-05,2.607221e-05,0.0001721409,0.0001604036,0.0002157216,0.0001842635,0.0001953566,0.0001240617,0.2574077,1084,0.6187255,0.2964115
56,61,0.5337423,0.5342105,2,2,452,453,111,78,0.479404,0.4986854,145,145,54,59,0.5178143,0.5195934,0.5332649,0.5358555,0.5061785,0.5075179,0.5139588,0.5153964,0.0001485719,8.156111e-05,0.0005408742,0.0004521689,0.0004555582,0.0003624706,0.000144444,0.0001252966,0.2576452,1085,0.7398433,0.304327
74,78,0.5170903,0.5175439,3,3,456,456,81,62,0.4846626,0.4890447,158,158,66,70,0.503982,0.505767,0.4908136,0.493191,0.502746,0.504219,0.5184211,0.5198909,6.11338e-05,5.094869e-05,0.0002210711,0.0001387783,0.0002470903,0.0003005022,0.0002511962,0.0002529366,0.2533709,1067,0.5363556,0.2866531
47,51,0.5188431,0.5192982,2,2,464,464,87,80,0.479404,0.4859649,155,155,44,48,0.5000572,0.5018232,0.506904,0.5093825,0.5008009,0.5022484,0.4924485,0.4938351,8.196714e-05,6.679939e-05,0.0003164539,0.0002516028,0.0002640612,0.0002955333,0.0003011234,0.0002930486,0.2597823,1094,0.8072277,0.3111375
47,51,0.5039439,0.5039439,2,2,481,482,116,78,0.4496056,0.471416,164,164,44,48,0.4864154,0.4880808,0.4755221,0.47785,0.4899314,0.4912093,0.4938215,0.4951883,0.0001448952,8.00149e-05,0.00029851,0.0002427396,0.0003598918,0.0002565822,0.0001816977,0.0001495277,0.2597823,1094,0.8754547,0.3154781
45,49,0.4943032,0.4943032,2,2,484,487,85,85,0.4347064,0.4635514,164,164,44,47,0.477232,0.4788491,0.5033664,0.5057622,0.4533181,0.4546228,0.4749428,0.4761517,0.0001305014,5.310294e-05,0.0004101756,0.0002865034,0.0001474549,0.0001675514,0.0004651659,0.0003437069,0.2602573,1096,0.8439075,0.3140439
46,54,0.520596,0.520596,2,2,491,491,86,86,0.4785276,0.4960561,167,167,45,52,0.505773,0.5075396,0.5122675,0.5148193,0.5020595,0.5034446,0.5029748,0.5043566,9.433295e-05,5.872116e-05,0.0001932977,0.000173749,0.0002316523,0.0001940496,0.0003873737,0.0003437609,0.2600198,1095,0.8745183,0.3157067
53,58,0.5214724,0.5219298,2,2,500,500,91,68,0.4574934,0.4736842,157,157,52,56,0.4989902,0.5006927,0.5091864,0.5117138,0.4852403,0.4865287,0.5025172,0.5038359,0.0001769893,0.0001036337,0.0003413138,0.0003132598,0.0003076927,0.0002264445,0.0004239979,0.0003227074,0.2583576,1088,0.7366226,0.3049644
40,45,0.5267309,0.527193,2,2,488,488,133,133,0.4767748,0.4833333,158,158,39,43,0.5052776,0.5070405,0.5077028,0.510253,0.5060641,0.5074799,0.5020595,0.5033853,0.0001354592,9.80419e-05,0.000322417,0.0003259134,0.0001872543,0.0001690393,0.000424299,0.0003305495,0.2614446,1101,0.8647693,0.3168118
56,60,0.5030675,0.5035088,3,3,490,491,103,86,0.4522349,0.4697634,153,153,54,58,0.4856914,0.4873696,0.4804291,0.4828665,0.4907323,0.4920363,0.4859268,0.4872127,0.0001378182,8.778535e-05,0.0002313909,0.0002587103,0.0004336877,0.0003515914,0.0003617531,0.0002761659,0.2576452,1085,0.9074031,0.3148996
55,58,0.5284838,0.5289474,2,2,447,450,95,90,0.4750219,0.4846626,163,163,51,54,0.5026483,0.5044045,0.5140933,0.5166118,0.5085812,0.509999,0.4852403,0.4865932,0.0001683487,0.0001338596,0.0002375446,0.0001751345,0.0002985504,0.0002750094,0.0005274107,0.0005060216,0.2578826,1086,0.6327221,0.2978422
43,48,0.4969325,0.4973684,2,2,444,445,127,127,0.4443471,0.4706398,161,161,41,46,0.4814236,0.4830749,0.476435,0.4787274,0.4805492,0.4819056,0.4872998,0.48859,0.0001164354,5.600957e-05,0.0002923835,0.0002020778,0.0003505031,0.0003460139,0.0002981945,0.0002134,0.2607322,1098,0.6218298,0.3004368
41,42,0.5381245,0.5381245,2,2,488,491,95,92,0.4776512,0.4973684,158,158,40,41,0.5169379,0.5187104,0.4816844,0.4840318,0.5184211,0.5198817,0.5508009,0.5522354,0.0001439632,7.358611e-05,0.0003819393,0.0003159951,0.0003261143,0.0003178536,0.0004000471,0.0002676244,0.2612071,1100,0.9175719,0.3199018
47,55,0.4995618,0.5,2,2,486,489,90,81,0.456617,0.4636284,147,147,43,50,0.4814617,0.4831479,0.4627411,0.4650178,0.4853547,0.4867571,0.4963387,0.4976793,0.0001096741,8.174492e-05,0.0002081919,0.00016638,0.0002441615,0.0002730938,0.0002359224,0.0001716629,0.2597823,1094,0.8576493,0.3143453
